ProgramAdministrator,ProgramName,FuelType,Sector,"NetFuelSavingAcquired,MWh",Success,Predicted
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,133353.00447,0,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,757306.04,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,789344.0731827,1,0
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,779.99,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,51201.7,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,224688.0443061,1,1
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,4668.9509226,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,25888.52,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,110272.8862056,0,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,128800.1209902,1,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,291066.5,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,116284.8274725,1,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,141253.3276284,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,19932.58,0,0
Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.1581926,1,1
Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,152370.8530881,1,1
Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,397004.99,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.41,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.047276200003,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.32,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17392.9806171,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Electric,Multi-Family,33500.44,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,42798.87602519999,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Electric,Residential,108.33,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,2349.5099523,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Electric,Residential,181091.55,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,296659.3250031,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products and Recycling,Electric,Residential,57917.08,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.2998912,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,146799.8825274,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.25,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.0002311,1,1
Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,609718.51,1,1
"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,41958.23,1,0
"Orange and Rockland Utilities, Inc.",Residential Efficient Products Program,Electric,Residential,12349.26,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC,Electric,Residential,51.19,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Electric,Residential,287.22,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,26721.419232,0,0
"Orange and Rockland Utilities, Inc.",Small Business Direct Install Program,Electric,Commercial,39683.54,1,0
Rochester Gas and Electric Corporation,Block Bidding Program,Electric,Commercial,11595.37,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Electric,Commercial,2459.03,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Gas,Commercial,145.36272,0,0
Rochester Gas and Electric Corporation,C&I Electric Program,Electric,Commercial,56619.53,0,0
Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,18923.3950878,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,871.54,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,6992.445051,0,0
Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,2969.355933,1,0
Rochester Gas and Electric Corporation,Multifamily Program,Electric,Multi-Family,17841.12,1,1
Rochester Gas and Electric Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,41974.93,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Electric,Residential,13782.24,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,246025.5009444,1,0
Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,63984.18,0,0
"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,6886.8255537,0,0
"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1407.1081989000002,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.6759008,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,139664.9087433,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.9142938,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.4177853,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,68852.0663502,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.3124691,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,22470.26304,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.7154701,0,0
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,68138.07,1,1
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,25843.3053138,1,1
Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,33931.0,0,0
Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,19513.98,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,8083.9,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,17802.962101499998,1,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,3341.1386736,0,0
Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,87548.5,0,0
"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,115494.54,1,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,24978.3766149,1,0
"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,190734.68,1,0
"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,83032.24950810001,1,0
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,59935.68,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,196544.5644438,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,29310.5842461,1,1
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0,0
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0,0
"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,37685.96,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,558.56,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,48861.9961062,0,0
"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0,0
"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,498200.31,1,0
Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,7387.298261999999,0,0
Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,409.799781,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,100563.4800363,1,1
KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1,1
KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0,0
KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,4845.6252414,1,1
KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1,1
KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,51339.996738600006,1,0
KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1,0
National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,41588.8661934,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,6924.0,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,302198.0578638,1,1
National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,29749.4624325,1,1
New York State Electric & Gas Corporation,Block Bidding Program,Electric,Commercial,6958.39,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Electric,Commercial,8003.14,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Gas,Commercial,833.0192373,0,0
New York State Electric & Gas Corporation,C&I Electric Program,Electric,Commercial,73314.73,0,0
New York State Electric & Gas Corporation,C&I Gas Program,Gas,Commercial,12982.8075738,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,2953.32,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,4579.0253238,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Electric,Residential,4418.65,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Gas,Residential,3388.0621113,0,0
New York State Electric & Gas Corporation,Multifamily Program,Electric,Multi-Family,14878.04,1,1
New York State Electric & Gas Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,61659.36,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Electric,Residential,5447.66,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Gas,Residential,148138.6116339,0,0
New York State Electric & Gas Corporation,Small Business Direct Install Program,Electric,Commercial,135926.42,0,0
New York State Energy Research and Development Authority,Advanced Sub-Metering Program,Electric,Multi-Family,1388.71,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Gas,Commercial,1545.65118,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Electric,Commercial,1547.4,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Electric,Commercial,21413.89,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Gas,Commercial,16943.2647021,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,587.43,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,2851.15,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,64227.0407592,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2826.65,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,11043.4461558,0,0
New York State Energy Research and Development Authority,CFL Expansion Program,Electric,Residential,992099.27,1,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,80.23,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,190652.5415595,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,56514.99,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,7.15,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,470082.07,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,99093.1918068,0,0
New York State Energy Research and Development Authority,FlexTech Expansion Program,Electric,Commercial,535037.86,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Electric,Commercial,2278.28,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,88116.33115499999,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,924.4,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,4315.05,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,120021.2325858,0,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,659526.99,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,635141.8256645999,1,0
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,755.36,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,31344.51,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,147586.3505259,1,1
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,5305.1472786,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Electric,Multi-Family,16178.08,0,0
New York State Energy Research and Development Authority,Multifamily Performance Program,Gas,Multi-Family,58098.8503461,0,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,75669.3346701,1,0
New York State Energy Research and Development Authority,New Construction Program,Electric,Commercial,207187.38,1,0
New York State Energy Research and Development Authority,New Construction Program,Gas,Commercial,66736.2621387,1,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,122027.3787954,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,15102.58,0,0
Niagara Mohawk Power Corporation,Commercial High-Eff. Heating and Water Heating,Gas,Commercial,10255.1581926,1,1
Niagara Mohawk Power Corporation,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,140375.9844843,1,1
Niagara Mohawk Power Corporation,Energy Initiative - Commercial & Industrial Electric Program,Electric,Commercial,349886.97,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Electric,Commercial,43778.41,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Large Industrial,Gas,Commercial,17747.047276200003,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Electric,Commercial,108660.32,1,1
Niagara Mohawk Power Corporation,Energy Initiative Program - Mid-Size C&I,Gas,Commercial,17392.9806171,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Electric,Multi-Family,33500.44,1,1
Niagara Mohawk Power Corporation,Energy Wise Program,Gas,Multi-Family,42798.87602519999,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Electric,Residential,108.33,1,1
Niagara Mohawk Power Corporation,Enhanced Home Sealing Incentives Program,Gas,Residential,2349.5099523,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Electric,Residential,181091.55,1,1
Niagara Mohawk Power Corporation,Residential Building Practices and Demonstration,Gas,Residential,296659.3250031,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products and Recycling,Electric,Residential,57917.08,1,1
Niagara Mohawk Power Corporation,Residential Energy Star Products Program,Gas,Residential,2315.2998912,1,1
Niagara Mohawk Power Corporation,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,145669.0836552,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Electric,Residential,1345.25,1,1
Niagara Mohawk Power Corporation,Residential HVAC Program,Gas,Residential,214424.0002311,1,1
Niagara Mohawk Power Corporation,Small Business Direct Install Program,Electric,Commercial,609718.51,1,1
"Orange and Rockland Utilities, Inc.",Commercial Existing Buildings Program,Electric,Commercial,31996.42,1,0
"Orange and Rockland Utilities, Inc.",Residential Efficient Products Program,Electric,Residential,10734.97,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC,Electric,Residential,51.19,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Electric,Residential,287.22,0,0
"Orange and Rockland Utilities, Inc.",Residential HVAC Program,Gas,Residential,26668.109799,0,0
"Orange and Rockland Utilities, Inc.",Small Business Direct Install Program,Electric,Commercial,35742.27,1,0
Rochester Gas and Electric Corporation,Block Bidding Program,Electric,Commercial,11595.37,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Electric,Commercial,2459.03,0,0
Rochester Gas and Electric Corporation,C&I Custom Rebate Program,Gas,Commercial,145.36272,0,0
Rochester Gas and Electric Corporation,C&I Electric Program,Electric,Commercial,46377.27,0,0
Rochester Gas and Electric Corporation,C&I Gas Program,Gas,Commercial,18471.8269704,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,871.54,0,0
Rochester Gas and Electric Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,6992.445051,0,0
Rochester Gas and Electric Corporation,Energy Saver Program,Gas,Residential,2672.4203397,1,0
Rochester Gas and Electric Corporation,Multifamily Program,Electric,Multi-Family,17841.12,1,1
Rochester Gas and Electric Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,41843.53,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Electric,Residential,13782.24,1,0
Rochester Gas and Electric Corporation,Residential HVAC Program,Gas,Residential,246025.5009444,1,0
Rochester Gas and Electric Corporation,Small Business Direct Install Program,Electric,Commercial,62193.32,0,0
"St. Lawrence Gas Company, Inc.",Residential Gas HVAC Program,Gas,Residential,6886.8255537,0,0
"St. Lawrence Gas Company, Inc.",Small Commercial HVAC Program,Gas,Commercial,1407.1081989000002,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial Energy Efficiency Program,Gas,Commercial,21946.6759008,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,118895.1726555,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Enhanced Home Sealing Incentives Program,Gas,Residential,1170.9142938,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Large Industrial Energy Efficiency Program,Gas,Commercial,46105.4177853,1,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Multifamily Energy Efficiency Program,Gas,Multi-Family,64347.680094,1,1
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.3124691,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,21862.4886126,0,0
The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.7154701,0,0
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,66969.37,1,1
Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,23967.7804032,1,1
Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,34203.84,0,0
Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,18987.79,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,7662.38,1,0
Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,16845.3177774,1,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0,0
Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,3063.9999588,0,0
Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,83382.94,0,0
"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,112816.15,1,0
"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,23969.483139900003,1,0
"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,186783.68,1,0
"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,81695.8796151,1,0
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,58020.56,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,190460.6158779,1,1
"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,21523.6850391,1,1
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0,0
"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0,0
"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,35180.82,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,542.05,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0,0
"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,46719.6221685,0,0
"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0,0
"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,480020.94,1,0
Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,6718.659057,0,0
Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,379.203273,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0,0
KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,97212.3037152,1,1
KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1,1
KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0,0
KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,4828.691656800001,1,1
KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1,1
KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,44219.5269888,1,0
KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1,0
National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,39857.7896244,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,6398.4,1,1
National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,280333.9309899,1,1
National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,26877.7281165,1,1
New York State Electric & Gas Corporation,Block Bidding Program,Electric,Commercial,6958.39,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Electric,Commercial,8003.14,0,0
New York State Electric & Gas Corporation,C&I Custom Rebate Program,Gas,Commercial,833.0192373,0,0
New York State Electric & Gas Corporation,C&I Electric Program,Electric,Commercial,55924.72,0,0
New York State Electric & Gas Corporation,C&I Gas Program,Gas,Commercial,8959.0238799,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Electric,Commercial,2953.32,0,0
New York State Electric & Gas Corporation,C&I Prescriptive Rebate Program,Gas,Commercial,4579.0253238,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Electric,Residential,4418.65,0,0
New York State Electric & Gas Corporation,Energy Saver Program,Gas,Residential,3388.0621113,0,0
New York State Electric & Gas Corporation,Multifamily Program,Electric,Multi-Family,14083.15,1,1
New York State Electric & Gas Corporation,Refrigerator and Freezer Recycling Program,Electric,Residential,57937.56,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Electric,Residential,5222.04,0,0
New York State Electric & Gas Corporation,Residential HVAC Program,Gas,Residential,143745.2315016,0,0
New York State Electric & Gas Corporation,Small Business Direct Install Program,Electric,Commercial,129378.98,0,0
New York State Energy Research and Development Authority,Advanced Sub-Metering Program,Electric,Multi-Family,1399.08,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Gas,Commercial,1545.65118,0,0
New York State Energy Research and Development Authority,Agricultural Disaster Program,Electric,Commercial,1546.06,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Electric,Commercial,20468.78,0,0
New York State Energy Research and Development Authority,Agricultural Energy Efficiency,Gas,Commercial,16908.4479861,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,541.53,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Electric,Residential,2222.05,0,0
New York State Energy Research and Development Authority,Assisted Home Performance with Energy Star,Gas,Residential,60666.29301179999,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Electric,Residential,2826.65,0,0
New York State Energy Research and Development Authority,New York Energy Star Homes,Gas,Residential,11043.4461558,0,0
New York State Energy Research and Development Authority,CFL Expansion Program,Electric,Residential,992099.27,1,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,71.51,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Gas,Residential,173775.80374739997,0,0
New York State Energy Research and Development Authority,EmPower New York Program,Electric,Residential,54560.14,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,7.15,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Electric,Commercial,434877.47,0,0
New York State Energy Research and Development Authority,Existing Facilities Program,Gas,Commercial,80148.1769451,0,0
New York State Energy Research and Development Authority,FlexTech Expansion Program,Electric,Commercial,486715.8,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Electric,Commercial,1853.89,0,0
New York State Energy Research and Development Authority,Flex Tech Program,Gas,Commercial,82975.1096502,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,869.89,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Electric,Residential,3814.84,0,0
New York State Energy Research and Development Authority,Home Performance with Energy Star,Gas,Residential,112913.1802119,0,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Electric,Commercial,636911.65,1,0
New York State Energy Research and Development Authority,Industrial & Process Efficiency Program,Gas,Commercial,627009.8042948999,1,0
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,726.56,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Electric,Multi-Family,30621.56,1,1
New York State Energy Research and Development Authority,Low-Income Multifamily Performance Program,Gas,Multi-Family,133963.3286064,1,1
